y	x	color
3.0	1.0	orange
3.0	1.0	orange
3.0	1.0	orange
3.0	1.0	orange
3.0	1.0	orange
3.0	1.0	orange
3.0	1.0	orange
3.0	1.0	orange
3.0	1.0	orange
3.0	1.0	orange
3.0	1.0	orange
3.0	1.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
4.0	2.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
5.0	3.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
6.0	4.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
7.0	5.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
8.0	6.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
9.0	7.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
10.0	8.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
11.0	9.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
12.0	10.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
13.0	11.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
14.0	12.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
15.0	13.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
16.0	14.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
17.0	15.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
18.0	16.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
19.0	17.0	orange
